joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-1.099236,-1.134653,-0.035617,0.190255,-0.121210,-0.065514,-0.076983,0.071426,0.520000,1.251186,1.278127,-0.700172,-0.788419,-0.469503,-0.437402,0.257360,-0.088113,-0.227120,0.151612,-0.243635,0.333594,0.205650,0.152205,0.029591,-0.224248,0.068431,0.082453,0.231027,-0.305949
-1.098067,-1.134043,-0.036097,0.190799,-0.120761,-0.067110,-0.076517,0.071939,0.520000,1.252097,1.279028,-0.698999,-0.788625,-0.470156,-0.437468,0.258761,-0.087757,-0.227529,0.151621,-0.244188,0.334532,0.205434,0.152628,0.027770,-0.222831,0.064625,0.082712,0.234111,-0.304543
-1.096240,-1.133314,-0.037125,0.190647,-0.120988,-0.069550,-0.075350,0.073304,0.520000,1.253023,1.280614,-0.697549,-0.788915,-0.470744,-0.437989,0.259861,-0.086835,-0.227460,0.151978,-0.243810,0.335407,0.205393,0.153519,0.029928,-0.222066,0.063562,0.082494,0.236436,-0.304403
-1.094086,-1.132526,-0.038428,0.190146,-0.121551,-0.072414,-0.073832,0.075094,0.520000,1.253957,1.282542,-0.695961,-0.789247,-0.471299,-0.438737,0.260810,-0.085630,-0.227151,0.152509,-0.242967,0.336249,0.205440,0.154645,0.034075,-0.221626,0.063871,0.082036,0.238382,-0.304896
-1.091116,-1.130352,-0.039522,0.189932,-0.121852,-0.074869,-0.072925,0.076079,0.520000,1.254474,1.283614,-0.694128,-0.789405,-0.471784,-0.439436,0.261018,-0.083680,-0.227411,0.153526,-0.241591,0.336121,0.206250,0.155876,0.033224,-0.220198,0.063680,0.082352,0.239932,-0.304798
-1.088580,-1.128384,-0.040242,0.190114,-0.121754,-0.076847,-0.072229,0.076770,0.520000,1.254825,1.284195,-0.692590,-0.789699,-0.472102,-0.439697,0.261027,-0.081722,-0.227471,0.154063,-0.240518,0.335542,0.207195,0.157171,0.032185,-0.218343,0.063551,0.082411,0.242439,-0.304719
-1.086909,-1.126826,-0.040213,0.191089,-0.120857,-0.077873,-0.071952,0.076875,0.520000,1.254841,1.283793,-0.691639,-0.790264,-0.472087,-0.439083,0.260636,-0.079747,-0.227129,0.153641,-0.240048,0.334060,0.208413,0.158592,0.030772,-0.215632,0.063548,0.081958,0.246860,-0.304675
-1.085670,-1.125823,-0.040365,0.191574,-0.120211,-0.078727,-0.071717,0.077054,0.520000,1.253967,1.282774,-0.690816,-0.790995,-0.471679,-0.438185,0.260201,-0.077627,-0.227368,0.153202,-0.239314,0.332330,0.208407,0.159046,0.028632,-0.213845,0.065115,0.081618,0.249705,-0.305766
-1.084646,-1.125096,-0.040608,0.191813,-0.119691,-0.079494,-0.071504,0.077271,0.520000,1.252646,1.281446,-0.690055,-0.791809,-0.471075,-0.437145,0.259743,-0.075436,-0.227899,0.152755,-0.238447,0.330476,0.207788,0.159016,0.026129,-0.212520,0.067469,0.081335,0.251763,-0.307426
-1.083340,-1.123749,-0.041806,0.191142,-0.120335,-0.080409,-0.071367,0.077060,0.520000,1.250606,1.279617,-0.689435,-0.792306,-0.470160,-0.436415,0.259316,-0.073167,-0.228436,0.153208,-0.238449,0.328640,0.207868,0.158402,0.021643,-0.210586,0.071059,0.079677,0.252043,-0.308083
