joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
0.111839,-0.098447,0.219644,-0.241306,-0.132423,-0.378466,0.509293,0.411102,0.178448,-0.191394,0.127973,0.135614,-0.200778,0.064161,0.356821,-0.171314,-0.126151,0.417123,0.783941,-0.598862,0.271234,0.526983,-0.178453,0.286805,-0.314811,0.115925,0.094371,-0.433024,0.036000
0.163153,-0.160353,0.202467,-0.242144,-0.205143,-0.414861,0.508541,0.533639,0.237211,-0.267468,0.325223,0.088034,-0.185229,0.183320,0.391756,-0.121678,-0.125710,0.202736,1.016578,-0.770620,0.221108,0.589422,-0.150158,0.222048,-0.270677,0.082100,0.043169,-0.474780,-0.027829
0.188810,-0.191307,0.193878,-0.242563,-0.241503,-0.433059,0.508165,0.594907,0.266592,-0.305505,0.423848,0.064245,-0.177454,0.242899,0.409224,-0.096859,-0.125489,0.095543,1.132897,-0.856499,0.196044,0.620642,-0.136011,0.189670,-0.248610,0.065187,0.017568,-0.495657,-0.059744
0.235229,-0.344392,0.271311,-0.151403,-0.214428,-0.369562,0.618541,1.117018,0.441502,-0.198946,0.835775,0.056334,-0.098756,0.203471,0.594609,-0.064533,-0.115749,-0.018363,1.573060,-0.694551,0.020807,0.598165,-0.155540,0.071148,-0.220754,0.131723,0.054455,-0.389960,-0.165849
0.198927,-0.429738,0.275141,-0.101001,-0.165620,-0.323761,0.667094,1.280104,0.426482,-0.146372,0.922756,0.102353,-0.096846,0.189705,0.764668,-0.060032,-0.115009,-0.056450,1.744930,-0.552670,0.041752,0.538384,-0.106208,-0.000867,-0.118326,0.130380,0.015876,-0.321374,-0.116081
0.126323,-0.600431,0.282802,-0.000198,-0.068002,-0.232159,0.764201,1.606275,0.396443,-0.041223,1.096716,0.194391,-0.093026,0.162172,1.104787,-0.051030,-0.113530,-0.132624,2.088672,-0.268908,0.083642,0.418822,-0.007544,-0.144899,0.086531,0.127695,-0.061284,-0.184202,-0.016546
0.046579,-0.790493,0.231302,0.087662,0.058025,-0.135998,0.785523,1.919355,0.345152,-0.030645,1.180436,0.298470,-0.076814,0.173507,1.394869,-0.037598,-0.108894,-0.101846,2.506373,0.056670,0.073887,0.219012,0.027550,-0.144066,0.038411,0.106315,-0.033231,-0.020069,0.016326
0.006707,-0.885524,0.205552,0.131591,0.121038,-0.087918,0.796184,2.075896,0.319507,-0.025356,1.222296,0.350509,-0.068708,0.179175,1.539910,-0.030882,-0.106577,-0.086457,2.715223,0.219458,0.069010,0.119108,0.045097,-0.143650,0.014351,0.095625,-0.019205,0.061998,0.032761
-0.030147,-0.769756,0.052717,0.224466,0.393600,-0.025250,0.736719,2.347519,0.310090,-0.019632,0.787852,0.403425,-0.046555,0.198080,1.837105,0.015215,-0.101252,-0.102296,4.378518,0.341776,0.064523,-0.098662,0.058308,-0.196305,-0.006393,-0.044742,0.010221,0.173678,0.039897
-0.105654,-0.629605,0.205358,0.345689,0.626746,0.046397,0.898374,1.980857,0.267583,0.029959,0.353665,0.413093,-0.020817,0.140291,2.053174,0.032290,-0.084024,-0.129050,3.483069,0.300729,0.032359,-0.154313,0.073041,-0.201219,-0.004259,-0.065008,0.015378,0.195107,0.024053
